0	-1.66563e-010
0.001	-1.33167e-009
0.002	-4.49156e-009
0.003	-1.064e-008
0.004	-2.07682e-008
0.005	-3.58649e-008
0.006	-5.69163e-008
0.007	-8.49062e-008
0.008	-1.20816e-007
0.009	-1.65624e-007
0.01	-2.20306e-007
0.011	-2.85836e-007
0.012	-3.63186e-007
0.013	-4.53324e-007
0.014	-5.57216e-007
0.015	-6.75825e-007
0.016	-8.10113e-007
0.017	-9.61038e-007
0.018	-1.12956e-006
0.019	-1.31662e-006
0.02	-1.52318e-006
0.021	-1.75019e-006
0.022	-1.99859e-006
0.023	-2.26933e-006
0.024	-2.56334e-006
0.025	-2.88157e-006
0.026	-3.22494e-006
0.027	-3.5944e-006
0.028	-3.99088e-006
0.029	-4.41529e-006
0.03	-4.86858e-006
0.031	-5.35165e-006
0.032	-5.86544e-006
0.033	-6.41085e-006
0.034	-6.98881e-006
0.035	-7.60023e-006
0.036	-8.24601e-006
0.037	-8.92707e-006
0.038	-9.64431e-006
0.039	-1.03986e-005
0.04	-1.11909e-005
0.041	-1.20221e-005
0.042	-1.28931e-005
0.043	-1.38047e-005
0.044	-1.47579e-005
0.045	-1.57536e-005
0.046	-1.67925e-005
0.047	-1.78757e-005
0.048	-1.9004e-005
0.049	-2.01782e-005
0.05	-2.13993e-005
0.051	-2.26681e-005
0.052	-2.39855e-005
0.053	-2.53523e-005
0.054	-2.67695e-005
0.055	-2.82378e-005
0.056	-2.97582e-005
0.057	-3.13315e-005
0.058	-3.29585e-005
0.059	-3.46401e-005
0.06	-3.63772e-005
0.061	-3.81705e-005
0.062	-4.0021e-005
0.063	-4.19295e-005
0.064	-4.38968e-005
0.065	-4.59237e-005
0.066	-4.80112e-005
0.067	-5.01599e-005
0.068	-5.23708e-005
0.069	-5.46447e-005
0.07	-5.69824e-005
0.071	-5.93847e-005
0.072	-6.18524e-005
0.073	-6.43864e-005
0.074	-6.69874e-005
0.075	-6.96563e-005
0.076	-7.23939e-005
0.077	-7.5201e-005
0.078	-7.80784e-005
0.079	-8.10269e-005
0.08	-8.40472e-005
0.081	-8.71403e-005
0.082	-9.03068e-005
0.083	-9.35475e-005
0.084	-9.68634e-005
0.085	-0.000100255
0.086	-0.000103723
0.087	-0.000107269
0.088	-0.000110893
0.089	-0.000114596
0.09	-0.000118378
0.091	-0.000122241
0.092	-0.000126185
0.093	-0.000130212
0.094	-0.000134321
0.095	-0.000138513
0.096	-0.00014279
0.097	-0.000147152
0.098	-0.0001516
0.099	-0.000156134
0.1	-0.000160756
0.101	-0.000165466
0.102	-0.000170264
0.103	-0.000175152
0.104	-0.00018013
0.105	-0.0001852
0.106	-0.000190361
0.107	-0.000195614
0.108	-0.000200961
0.109	-0.000206401
0.11	-0.000211936
0.111	-0.000217567
0.112	-0.000223293
0.113	-0.000229116
0.114	-0.000235037
0.115	-0.000241056
0.116	-0.000247174
0.117	-0.000253391
0.118	-0.000259709
0.119	-0.000266127
0.12	-0.000272648
0.121	-0.00027927
0.122	-0.000285996
0.123	-0.000292825
0.124	-0.000299759
0.125	-0.000306798
0.126	-0.000313943
0.127	-0.000321195
0.128	-0.000328553
0.129	-0.000336019
0.13	-0.000343594
0.131	-0.000351278
0.132	-0.000359072
0.133	-0.000366976
0.134	-0.000374991
0.135	-0.000383119
0.136	-0.000391358
0.137	-0.000399711
0.138	-0.000408177
0.139	-0.000416758
0.14	-0.000425454
0.141	-0.000434266
0.142	-0.000443194
0.143	-0.000452239
0.144	-0.000461401
0.145	-0.000470682
0.146	-0.000480081
0.147	-0.0004896
0.148	-0.000499239
0.149	-0.000508999
0.15	-0.00051888
0.151	-0.000528883
0.152	-0.000539009
0.153	-0.000549258
0.154	-0.000559631
0.155	-0.000570128
0.156	-0.00058075
0.157	-0.000591497
0.158	-0.000602371
0.159	-0.000613372
0.16	-0.0006245
0.161	-0.000635756
0.162	-0.00064714
0.163	-0.000658654
0.164	-0.000670297
0.165	-0.000682071
0.166	-0.000693976
0.167	-0.000706012
0.168	-0.00071818
0.169	-0.00073048
0.17	-0.000742914
0.171	-0.000755482
0.172	-0.000768184
0.173	-0.000781021
0.174	-0.000793993
0.175	-0.000807101
0.176	-0.000820346
0.177	-0.000833727
0.178	-0.000847247
0.179	-0.000860904
0.18	-0.000874701
0.181	-0.000888636
0.182	-0.000902712
0.183	-0.000916927
0.184	-0.000931284
0.185	-0.000945782
0.186	-0.000960422
0.187	-0.000975204
0.188	-0.000990129
0.189	-0.0010052
0.19	-0.00102041
0.191	-0.00103577
0.192	-0.00105127
0.193	-0.00106692
0.194	-0.00108271
0.195	-0.00109865
0.196	-0.00111474
0.197	-0.00113098
0.198	-0.00114736
0.199	-0.00116389
0.2	-0.00118057
0.201	-0.0011974
0.202	-0.00121438
0.203	-0.00123151
0.204	-0.00124879
0.205	-0.00126623
0.206	-0.00128381
0.207	-0.00130155
0.208	-0.00131944
0.209	-0.00133749
0.21	-0.00135568
0.211	-0.00137404
0.212	-0.00139254
0.213	-0.00141121
0.214	-0.00143002
0.215	-0.001449
0.216	-0.00146813
0.217	-0.00148742
0.218	-0.00150686
0.219	-0.00152647
0.22	-0.00154623
0.221	-0.00156615
0.222	-0.00158623
0.223	-0.00160647
0.224	-0.00162687
0.225	-0.00164743
0.226	-0.00166815
0.227	-0.00168903
0.228	-0.00171008
0.229	-0.00173128
0.23	-0.00175265
0.231	-0.00177419
0.232	-0.00179588
0.233	-0.00181774
0.234	-0.00183977
0.235	-0.00186196
0.236	-0.00188431
0.237	-0.00190683
0.238	-0.00192952
0.239	-0.00195237
0.24	-0.00197539
0.241	-0.00199858
0.242	-0.00202193
0.243	-0.00204545
0.244	-0.00206914
0.245	-0.002093
0.246	-0.00211703
0.247	-0.00214123
0.248	-0.0021656
0.249	-0.00219014
0.25	-0.00221485
0.251	-0.00223973
0.252	-0.00226478
0.253	-0.00229
0.254	-0.0023154
0.255	-0.00234096
0.256	-0.0023667
0.257	-0.00239262
0.258	-0.0024187
0.259	-0.00244496
0.26	-0.0024714
0.261	-0.00249801
0.262	-0.00252479
0.263	-0.00255175
0.264	-0.00257889
0.265	-0.0026062
0.266	-0.00263369
0.267	-0.00266135
0.268	-0.0026892
0.269	-0.00271721
0.27	-0.00274541
0.271	-0.00277378
0.272	-0.00280234
0.273	-0.00283107
0.274	-0.00285998
0.275	-0.00288907
0.276	-0.00291834
0.277	-0.00294779
0.278	-0.00297741
0.279	-0.00300722
0.28	-0.00303721
0.281	-0.00306738
0.282	-0.00309774
0.283	-0.00312827
0.284	-0.00315899
0.285	-0.00318988
0.286	-0.00322097
0.287	-0.00325223
0.288	-0.00328368
0.289	-0.00331531
0.29	-0.00334712
0.291	-0.00337912
0.292	-0.0034113
0.293	-0.00344367
0.294	-0.00347622
0.295	-0.00350895
0.296	-0.00354187
0.297	-0.00357498
0.298	-0.00360827
0.299	-0.00364175
0.3	-0.00367542
0.301	-0.00370927
0.302	-0.00374331
0.303	-0.00377754
0.304	-0.00381195
0.305	-0.00384655
0.306	-0.00388134
0.307	-0.00391632
0.308	-0.00395148
0.309	-0.00398684
0.31	-0.00402238
0.311	-0.00405811
0.312	-0.00409403
0.313	-0.00413014
0.314	-0.00416644
0.315	-0.00420293
0.316	-0.00423961
0.317	-0.00427648
0.318	-0.00431355
0.319	-0.0043508
0.32	-0.00438824
0.321	-0.00442588
0.322	-0.0044637
0.323	-0.00450172
0.324	-0.00453993
0.325	-0.00457834
0.326	-0.00461693
0.327	-0.00465572
0.328	-0.0046947
0.329	-0.00473387
0.33	-0.00477324
0.331	-0.0048128
0.332	-0.00485255
0.333	-0.0048925
0.334	-0.00493264
0.335	-0.00497297
0.336	-0.0050135
0.337	-0.00505422
0.338	-0.00509514
0.339	-0.00513625
0.34	-0.00517756
0.341	-0.00521906
0.342	-0.00526076
0.343	-0.00530266
0.344	-0.00534474
0.345	-0.00538703
0.346	-0.00542951
0.347	-0.00547219
0.348	-0.00551506
0.349	-0.00555813
0.35	-0.0056014
0.351	-0.00564486
0.352	-0.00568852
0.353	-0.00573238
0.354	-0.00577643
0.355	-0.00582068
0.356	-0.00586513
0.357	-0.00590978
0.358	-0.00595462
0.359	-0.00599967
0.36	-0.00604491
0.361	-0.00609034
0.362	-0.00613598
0.363	-0.00618182
0.364	-0.00622785
0.365	-0.00627408
0.366	-0.00632051
0.367	-0.00636714
0.368	-0.00641397
0.369	-0.006461
0.37	-0.00650823
0.371	-0.00655565
0.372	-0.00660328
0.373	-0.0066511
0.374	-0.00669913
0.375	-0.00674735
0.376	-0.00679578
0.377	-0.0068444
0.378	-0.00689323
0.379	-0.00694225
0.38	-0.00699148
0.381	-0.0070409
0.382	-0.00709053
0.383	-0.00714036
0.384	-0.00719038
0.385	-0.00724061
0.386	-0.00729104
0.387	-0.00734167
0.388	-0.0073925
0.389	-0.00744353
0.39	-0.00749476
0.391	-0.0075462
0.392	-0.00759783
0.393	-0.00764967
0.394	-0.0077017
0.395	-0.00775394
0.396	-0.00780638
0.397	-0.00785903
0.398	-0.00791187
0.399	-0.00796491
0.4	-0.00801816
0.401	-0.00807161
0.402	-0.00812526
0.403	-0.00817911
0.404	-0.00823317
0.405	-0.00828742
0.406	-0.00834188
0.407	-0.00839654
0.408	-0.0084514
0.409	-0.00850647
0.41	-0.00856173
0.411	-0.0086172
0.412	-0.00867287
0.413	-0.00872875
0.414	-0.00878482
0.415	-0.0088411
0.416	-0.00889758
0.417	-0.00895426
0.418	-0.00901115
0.419	-0.00906824
0.42	-0.00912553
0.421	-0.00918302
0.422	-0.00924071
0.423	-0.00929861
0.424	-0.00935671
0.425	-0.00941501
0.426	-0.00947352
0.427	-0.00953223
0.428	-0.00959114
0.429	-0.00965025
0.43	-0.00970956
0.431	-0.00976908
0.432	-0.0098288
0.433	-0.00988872
0.434	-0.00994885
0.435	-0.0100092
0.436	-0.0100697
0.437	-0.0101304
0.438	-0.0101914
0.439	-0.0102525
0.44	-0.0103139
0.441	-0.0103754
0.442	-0.0104371
0.443	-0.0104991
0.444	-0.0105612
0.445	-0.0106236
0.446	-0.0106861
0.447	-0.0107489
0.448	-0.0108119
0.449	-0.010875
0.45	-0.0109384
0.451	-0.0110019
0.452	-0.0110657
0.453	-0.0111297
0.454	-0.0111939
0.455	-0.0112582
0.456	-0.0113228
0.457	-0.0113876
0.458	-0.0114526
0.459	-0.0115177
0.46	-0.0115831
0.461	-0.0116487
0.462	-0.0117145
0.463	-0.0117805
0.464	-0.0118467
0.465	-0.0119131
0.466	-0.0119797
0.467	-0.0120465
0.468	-0.0121135
0.469	-0.0121807
0.47	-0.012248
0.471	-0.0123156
0.472	-0.0123834
0.473	-0.0124515
0.474	-0.0125197
0.475	-0.0125881
0.476	-0.0126567
0.477	-0.0127255
0.478	-0.0127945
0.479	-0.0128637
0.48	-0.0129331
0.481	-0.0130027
0.482	-0.0130725
0.483	-0.0131425
0.484	-0.0132127
0.485	-0.0132831
0.486	-0.0133537
0.487	-0.0134245
0.488	-0.0134955
0.489	-0.0135667
0.49	-0.0136382
0.491	-0.0137098
0.492	-0.0137816
0.493	-0.0138536
0.494	-0.0139258
0.495	-0.0139982
0.496	-0.0140708
0.497	-0.0141436
0.498	-0.0142166
0.499	-0.0142898
0.5	-0.0143632
0.501	-0.0144368
0.502	-0.0145106
0.503	-0.0145846
0.504	-0.0146587
0.505	-0.0147331
0.506	-0.0148077
0.507	-0.0148825
0.508	-0.0149575
0.509	-0.0150327
0.51	-0.015108
0.511	-0.0151836
0.512	-0.0152594
0.513	-0.0153353
0.514	-0.0154115
0.515	-0.0154879
0.516	-0.0155644
0.517	-0.0156412
0.518	-0.0157181
0.519	-0.0157953
0.52	-0.0158726
0.521	-0.0159502
0.522	-0.0160279
0.523	-0.0161058
0.524	-0.0161839
0.525	-0.0162623
0.526	-0.0163408
0.527	-0.0164195
0.528	-0.0164984
0.529	-0.0165775
0.53	-0.0166568
0.531	-0.0167363
0.532	-0.016816
0.533	-0.0168958
0.534	-0.0169759
0.535	-0.0170562
0.536	-0.0171366
0.537	-0.0172173
0.538	-0.0172981
0.539	-0.0173792
0.54	-0.0174604
0.541	-0.0175418
0.542	-0.0176234
0.543	-0.0177053
0.544	-0.0177873
0.545	-0.0178694
0.546	-0.0179518
0.547	-0.0180344
0.548	-0.0181172
0.549	-0.0182001
0.55	-0.0182833
0.551	-0.0183666
0.552	-0.0184502
0.553	-0.0185339
0.554	-0.0186178
0.555	-0.0187019
0.556	-0.0187862
0.557	-0.0188707
0.558	-0.0189554
0.559	-0.0190402
0.56	-0.0191253
0.561	-0.0192105
0.562	-0.019296
0.563	-0.0193816
0.564	-0.0194674
0.565	-0.0195534
0.566	-0.0196396
0.567	-0.019726
0.568	-0.0198125
0.569	-0.0198993
0.57	-0.0199862
0.571	-0.0200733
0.572	-0.0201606
0.573	-0.0202481
0.574	-0.0203358
0.575	-0.0204237
0.576	-0.0205118
0.577	-0.0206
0.578	-0.0206884
0.579	-0.020777
0.58	-0.0208658
0.581	-0.0209548
0.582	-0.021044
0.583	-0.0211334
